job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI07914,Deep Learning Engineer,72744,USD,Mid-level,Freelance,Finland,Medium,Finland,Remote,"Data Visualization, Tableau, Kubernetes, SQL, Azure",PhD,4,Media,2024-07-13,2024-08-07,1867,7.4,Machine Intelligence Group
AI07915,NLP Engineer,74285,USD,Mid-level,Full-Time,Australia,Medium,Australia,Remote,"PyTorch, Computer Vision, TensorFlow, Azure",Master,2,Government,2024-12-03,2025-01-30,1653,9.7,Predictive Systems
AI07916,Machine Learning Engineer,105186,USD,Mid-level,Part-Time,Sweden,Medium,Sweden,Hybrid,"PyTorch, SQL, NLP, Mathematics",Bachelor,4,Telecommunications,2024-11-18,2025-01-08,1935,8.6,Algorithmic Solutions
AI07917,AI Consultant,50924,USD,Entry-level,Part-Time,Israel,Small,Sweden,Remote,"PyTorch, NLP, Tableau, Linux, MLOps",PhD,1,Healthcare,2024-04-16,2024-05-27,1341,6.4,DataVision Ltd
AI07918,Computer Vision Engineer,197244,USD,Executive,Full-Time,India,Large,India,Hybrid,"Computer Vision, Deep Learning, Tableau, TensorFlow",Master,17,Consulting,2024-09-30,2024-11-26,1056,8.4,DeepTech Ventures
AI07919,AI Specialist,84408,USD,Senior-level,Contract,China,Medium,Israel,Remote,"Java, PyTorch, Azure, NLP, Mathematics",PhD,6,Gaming,2024-08-16,2024-10-21,1220,6.7,Algorithmic Solutions
AI07920,AI Consultant,142604,USD,Executive,Freelance,Israel,Medium,Israel,Onsite,"Hadoop, Kubernetes, Tableau, Python",Master,13,Media,2024-01-16,2024-03-04,2259,5.6,AI Innovations
AI07921,Head of AI,84849,USD,Senior-level,Contract,Ireland,Medium,Ireland,Onsite,"Spark, Git, Deep Learning, SQL",Master,9,Automotive,2025-04-19,2025-06-30,832,8.7,TechCorp Inc
AI07922,Head of AI,118504,EUR,Senior-level,Part-Time,Netherlands,Small,Netherlands,Onsite,"Spark, Hadoop, Java",Bachelor,9,Gaming,2025-01-21,2025-03-06,2012,9.4,AI Innovations
AI07923,Head of AI,239520,USD,Executive,Full-Time,Norway,Medium,Norway,Onsite,"AWS, Python, Docker, NLP, GCP",Associate,15,Retail,2024-04-15,2024-06-17,1400,9.8,Smart Analytics
AI07924,Robotics Engineer,203778,USD,Executive,Full-Time,Singapore,Medium,Singapore,Hybrid,"PyTorch, Data Visualization, Scala",Master,13,Energy,2025-03-31,2025-05-09,758,7.9,Smart Analytics
AI07925,Principal Data Scientist,50808,USD,Entry-level,Full-Time,Finland,Small,United States,Onsite,"Java, R, Computer Vision, TensorFlow",Associate,0,Real Estate,2024-05-02,2024-06-25,1972,8.6,Smart Analytics
AI07926,NLP Engineer,49386,USD,Entry-level,Full-Time,Austria,Medium,Austria,Onsite,"Scala, Git, Python",Bachelor,0,Media,2025-01-05,2025-02-19,1936,6.9,Smart Analytics
AI07927,Autonomous Systems Engineer,118894,USD,Senior-level,Full-Time,Finland,Large,Finland,Onsite,"R, Linux, Tableau, Java",PhD,9,Automotive,2024-06-09,2024-07-04,648,8.7,Digital Transformation LLC
AI07928,NLP Engineer,182416,EUR,Senior-level,Full-Time,Netherlands,Large,United Kingdom,Onsite,"Deep Learning, TensorFlow, Computer Vision",Associate,8,Telecommunications,2024-08-12,2024-10-05,514,6.3,Smart Analytics
AI07929,AI Software Engineer,150018,USD,Senior-level,Freelance,Denmark,Medium,Denmark,Onsite,"SQL, Hadoop, Tableau, Mathematics",Master,5,Automotive,2024-02-29,2024-04-13,1272,9.7,Neural Networks Co
AI07930,NLP Engineer,99730,USD,Senior-level,Full-Time,Japan,Medium,Germany,Onsite,"NLP, PyTorch, Scala",Associate,9,Real Estate,2024-02-15,2024-04-13,2156,9.0,AI Innovations
AI07931,AI Architect,89779,USD,Mid-level,Contract,Sweden,Medium,Sweden,Hybrid,"SQL, NLP, PyTorch, Computer Vision, TensorFlow",Bachelor,3,Technology,2024-09-07,2024-10-21,1617,6.4,TechCorp Inc
AI07932,AI Software Engineer,77238,USD,Entry-level,Freelance,Singapore,Large,Singapore,Onsite,"Linux, Azure, Mathematics, Computer Vision, Python",Associate,0,Finance,2024-02-04,2024-02-22,2225,6.0,Future Systems
AI07933,Machine Learning Researcher,100252,USD,Executive,Freelance,Austria,Small,China,Remote,"Spark, Python, Mathematics",PhD,17,Media,2024-01-28,2024-03-19,2187,7.3,Quantum Computing Inc
AI07934,ML Ops Engineer,58559,USD,Entry-level,Part-Time,Singapore,Medium,Finland,Onsite,"PyTorch, Java, Docker, Scala, Statistics",Master,0,Finance,2025-03-09,2025-05-20,659,8.5,Future Systems
AI07935,Autonomous Systems Engineer,83646,USD,Entry-level,Full-Time,Sweden,Large,Sweden,Hybrid,"Python, MLOps, Hadoop",Bachelor,1,Education,2024-10-25,2024-11-11,1776,5.4,DeepTech Ventures
AI07936,Data Engineer,58514,USD,Mid-level,Freelance,India,Small,India,Remote,"GCP, Docker, SQL",Master,4,Finance,2025-02-08,2025-04-10,1705,7.7,Smart Analytics
AI07937,Principal Data Scientist,70982,USD,Senior-level,Freelance,China,Small,Canada,Onsite,"PyTorch, Linux, NLP",Associate,5,Transportation,2024-10-15,2024-12-23,878,5.6,Quantum Computing Inc
AI07938,Data Analyst,72171,USD,Mid-level,Contract,Australia,Small,Australia,Hybrid,"PyTorch, TensorFlow, Computer Vision, Data Visualization, GCP",Associate,2,Transportation,2024-08-17,2024-10-25,1840,9.4,DataVision Ltd
AI07939,AI Software Engineer,99582,USD,Mid-level,Freelance,United States,Small,United States,Remote,"Spark, PyTorch, TensorFlow, SQL, AWS",Associate,2,Manufacturing,2025-02-23,2025-03-28,2185,8.5,Future Systems
AI07940,Computer Vision Engineer,82204,USD,Senior-level,Part-Time,Austria,Medium,Germany,Remote,"Deep Learning, Hadoop, Tableau, Kubernetes",Master,5,Energy,2024-10-30,2024-12-13,1775,7.0,Autonomous Tech
AI07941,Research Scientist,92361,USD,Entry-level,Contract,Norway,Large,Norway,Hybrid,"MLOps, Deep Learning, Scala",Master,0,Retail,2024-04-30,2024-06-13,1968,5.1,Smart Analytics
AI07942,AI Specialist,72248,USD,Senior-level,Part-Time,Austria,Medium,Austria,Onsite,"Hadoop, AWS, Computer Vision, Java, NLP",PhD,5,Retail,2024-05-31,2024-08-09,2249,9.8,Digital Transformation LLC
AI07943,Autonomous Systems Engineer,59644,USD,Entry-level,Contract,Norway,Small,Norway,Onsite,"Java, Git, PyTorch, R",Bachelor,0,Telecommunications,2024-07-17,2024-08-12,2202,6.2,Predictive Systems
AI07944,AI Specialist,126094,USD,Senior-level,Contract,Singapore,Large,Austria,Onsite,"Kubernetes, Linux, Python",Associate,5,Government,2024-03-11,2024-03-25,1526,5.4,DataVision Ltd
AI07945,AI Specialist,41721,USD,Entry-level,Freelance,Finland,Small,France,Onsite,"Scala, Computer Vision, Tableau, MLOps",Master,0,Media,2025-01-28,2025-02-12,609,8.0,DataVision Ltd
AI07946,Research Scientist,162475,USD,Senior-level,Part-Time,Norway,Medium,Norway,Remote,"Deep Learning, Tableau, Data Visualization, Java, Scala",PhD,5,Technology,2024-11-06,2024-11-30,1628,9.2,Cloud AI Solutions
AI07947,AI Architect,33512,USD,Entry-level,Full-Time,Israel,Small,Israel,Hybrid,"Scala, Java, Linux, NLP",Associate,1,Retail,2024-02-13,2024-03-03,1749,6.9,DeepTech Ventures
AI07948,AI Specialist,82406,USD,Senior-level,Full-Time,China,Medium,China,Remote,"SQL, Python, Azure, Statistics, Scala",Bachelor,9,Technology,2025-01-14,2025-01-29,2391,8.0,DeepTech Ventures
AI07949,Head of AI,65332,USD,Entry-level,Full-Time,Ireland,Large,Ireland,Onsite,"Deep Learning, Computer Vision, Docker, Spark",Bachelor,1,Real Estate,2025-01-25,2025-03-07,1803,8.9,TechCorp Inc
AI07950,Robotics Engineer,61777,USD,Entry-level,Contract,Australia,Medium,Australia,Onsite,"Statistics, Java, MLOps, Tableau, SQL",Bachelor,0,Retail,2024-08-16,2024-09-10,1348,6.8,Autonomous Tech
AI07952,Autonomous Systems Engineer,59811,USD,Entry-level,Full-Time,South Korea,Large,South Korea,Remote,"Mathematics, Kubernetes, Java, Docker, Linux",PhD,0,Consulting,2024-11-23,2025-01-07,1593,5.7,Predictive Systems
AI07953,NLP Engineer,178405,USD,Executive,Freelance,Austria,Large,Austria,Hybrid,"SQL, Kubernetes, Azure, Data Visualization",Bachelor,18,Manufacturing,2024-02-28,2024-03-25,1854,9.3,AI Innovations
AI07954,Head of AI,161891,USD,Senior-level,Full-Time,Denmark,Medium,Denmark,Onsite,"Hadoop, Docker, GCP, SQL, Python",Associate,7,Consulting,2025-01-18,2025-02-08,924,5.2,Future Systems
AI07955,Autonomous Systems Engineer,133271,USD,Mid-level,Full-Time,Denmark,Medium,Netherlands,Onsite,"PyTorch, GCP, Linux, Computer Vision",Master,2,Manufacturing,2024-08-20,2024-09-07,1090,6.6,Cognitive Computing
AI07956,AI Consultant,44998,USD,Entry-level,Part-Time,Israel,Large,Israel,Hybrid,"MLOps, Python, Hadoop, TensorFlow, Git",Associate,1,Telecommunications,2024-08-13,2024-09-23,1073,7.7,Advanced Robotics
AI07957,Data Analyst,37541,USD,Entry-level,Full-Time,Finland,Small,Finland,Onsite,"TensorFlow, SQL, R, Spark",Bachelor,0,Energy,2025-03-31,2025-05-16,1273,9.0,Autonomous Tech
AI07958,Data Analyst,73964,USD,Entry-level,Full-Time,Singapore,Medium,Singapore,Onsite,"Kubernetes, Hadoop, Statistics, Deep Learning, SQL",Bachelor,1,Consulting,2024-12-15,2025-02-26,1871,7.5,Cognitive Computing
AI07959,Data Engineer,120757,USD,Senior-level,Full-Time,Canada,Large,Norway,Remote,"Kubernetes, Linux, SQL",PhD,5,Telecommunications,2024-12-30,2025-02-02,744,5.6,DataVision Ltd
AI07960,AI Software Engineer,86824,USD,Mid-level,Full-Time,South Korea,Large,South Korea,Remote,"GCP, MLOps, AWS, Computer Vision, Git",Associate,2,Education,2024-10-30,2024-12-17,794,6.3,DeepTech Ventures
AI07961,AI Architect,111669,USD,Mid-level,Full-Time,Singapore,Medium,Singapore,Hybrid,"Git, Python, Data Visualization, Hadoop",Master,2,Transportation,2025-01-25,2025-02-20,1498,7.8,DeepTech Ventures
AI07962,Machine Learning Researcher,91507,USD,Entry-level,Full-Time,Denmark,Large,Denmark,Remote,"PyTorch, Spark, GCP",Bachelor,0,Retail,2024-06-03,2024-07-06,2345,6.4,AI Innovations
AI07963,NLP Engineer,56117,USD,Entry-level,Freelance,Canada,Medium,Canada,Onsite,"Hadoop, Git, Python",Master,1,Consulting,2024-10-14,2024-11-13,1694,5.2,TechCorp Inc
AI07964,AI Consultant,44024,USD,Entry-level,Freelance,Japan,Large,United Kingdom,Onsite,"Hadoop, Azure, R, NLP",Associate,1,Finance,2024-08-21,2024-09-16,1609,7.2,Predictive Systems
AI07965,ML Ops Engineer,84873,GBP,Mid-level,Contract,United Kingdom,Medium,United Kingdom,Remote,"Kubernetes, Tableau, Hadoop, Data Visualization, Java",Bachelor,3,Manufacturing,2024-06-23,2024-08-17,1840,7.5,Predictive Systems
AI07966,Robotics Engineer,133631,USD,Senior-level,Full-Time,Australia,Large,Australia,Onsite,"MLOps, Java, Hadoop, Statistics",Master,6,Technology,2024-06-08,2024-08-06,2056,9.3,Algorithmic Solutions
AI07967,AI Product Manager,79879,USD,Entry-level,Contract,Singapore,Medium,Singapore,Hybrid,"Python, NLP, Linux",Master,0,Automotive,2024-10-14,2024-12-08,1919,9.5,Quantum Computing Inc
AI07968,Data Engineer,42386,USD,Entry-level,Full-Time,China,Small,India,Hybrid,"Python, NLP, Data Visualization, AWS",Master,1,Retail,2024-11-22,2025-01-17,1772,7.6,Smart Analytics
AI07969,Deep Learning Engineer,92574,USD,Mid-level,Contract,Canada,Medium,Austria,Onsite,"Docker, GCP, Deep Learning",Bachelor,3,Real Estate,2024-04-29,2024-06-30,2252,5.5,Autonomous Tech
AI07970,AI Architect,57098,GBP,Entry-level,Contract,United Kingdom,Small,United Kingdom,Remote,"MLOps, Python, Deep Learning, Linux, TensorFlow",Associate,1,Retail,2024-02-21,2024-04-27,2234,10.0,Quantum Computing Inc
AI07971,AI Product Manager,74618,USD,Entry-level,Full-Time,Norway,Small,Norway,Onsite,"Java, TensorFlow, NLP",PhD,0,Retail,2024-10-07,2024-12-04,1574,6.0,Future Systems
AI07972,ML Ops Engineer,54076,USD,Entry-level,Contract,Canada,Small,Canada,Remote,"Mathematics, Python, Hadoop",Master,0,Government,2025-02-28,2025-04-23,592,7.5,Neural Networks Co
AI07973,Principal Data Scientist,84851,USD,Mid-level,Full-Time,Australia,Small,Australia,Remote,"Hadoop, Python, Linux, Git, Kubernetes",Master,2,Gaming,2025-02-14,2025-03-15,694,8.5,DataVision Ltd
AI07974,Data Analyst,79987,USD,Senior-level,Full-Time,India,Medium,Israel,Remote,"Java, Hadoop, Statistics, Kubernetes",Associate,7,Energy,2024-03-26,2024-06-03,1563,6.8,DeepTech Ventures
AI07975,Machine Learning Engineer,62306,EUR,Mid-level,Freelance,France,Small,France,Onsite,"Computer Vision, Git, Tableau",Bachelor,4,Automotive,2024-01-17,2024-02-18,1102,5.8,Machine Intelligence Group
AI07976,Principal Data Scientist,133088,USD,Executive,Contract,Finland,Small,Finland,Remote,"TensorFlow, Azure, Tableau",Bachelor,19,Gaming,2025-02-25,2025-04-25,1147,9.6,Neural Networks Co
AI07977,Data Scientist,115473,USD,Executive,Part-Time,Israel,Small,United Kingdom,Onsite,"Linux, Python, Statistics",Bachelor,16,Consulting,2024-09-17,2024-10-04,909,5.2,Advanced Robotics
AI07978,AI Architect,96596,USD,Senior-level,Full-Time,Finland,Large,Finland,Remote,"GCP, Kubernetes, Spark",PhD,7,Media,2025-02-21,2025-04-11,2074,8.2,DataVision Ltd
AI07979,NLP Engineer,119425,USD,Senior-level,Freelance,Australia,Medium,Sweden,Remote,"PyTorch, SQL, Tableau, Hadoop, NLP",Bachelor,6,Real Estate,2024-10-09,2024-12-02,850,8.7,AI Innovations
AI07980,Robotics Engineer,63242,USD,Mid-level,Full-Time,Austria,Small,United Kingdom,Hybrid,"Docker, Azure, Data Visualization, GCP, AWS",Master,4,Consulting,2024-03-25,2024-05-28,1730,5.3,Future Systems
AI07981,Machine Learning Researcher,135152,EUR,Senior-level,Contract,Germany,Medium,Germany,Remote,"Hadoop, Spark, NLP, R",Associate,9,Retail,2024-12-07,2025-01-19,1101,7.2,Quantum Computing Inc
AI07982,AI Product Manager,42281,USD,Entry-level,Full-Time,South Korea,Medium,South Korea,Hybrid,"NLP, Linux, Statistics",PhD,0,Government,2025-04-19,2025-06-18,1314,7.2,Neural Networks Co
AI07983,AI Consultant,185056,USD,Executive,Full-Time,Singapore,Small,Singapore,Onsite,"TensorFlow, Linux, Data Visualization",Master,15,Gaming,2024-05-04,2024-06-29,2446,7.4,TechCorp Inc
AI07984,AI Software Engineer,174432,USD,Executive,Contract,Japan,Large,Japan,Hybrid,"Git, Linux, MLOps, Deep Learning, Azure",Master,17,Technology,2024-03-03,2024-03-17,2043,9.0,Autonomous Tech
AI07985,Head of AI,95918,USD,Entry-level,Part-Time,Switzerland,Medium,Switzerland,Hybrid,"Hadoop, R, Spark, Kubernetes",Associate,1,Finance,2024-09-07,2024-10-16,1503,9.8,Quantum Computing Inc
AI07986,Deep Learning Engineer,60495,USD,Entry-level,Contract,Sweden,Large,Sweden,Hybrid,"AWS, Scala, Deep Learning",Bachelor,1,Telecommunications,2024-04-09,2024-05-05,1494,7.6,Autonomous Tech
AI07987,Robotics Engineer,105216,USD,Mid-level,Full-Time,Switzerland,Medium,India,Hybrid,"Docker, Statistics, Linux",Bachelor,4,Telecommunications,2024-02-20,2024-04-30,916,7.2,Future Systems
AI07988,AI Specialist,94937,USD,Senior-level,Full-Time,China,Small,China,Hybrid,"Java, Kubernetes, Computer Vision, Mathematics",Bachelor,5,Government,2024-09-07,2024-10-28,1992,7.2,Machine Intelligence Group
AI07989,AI Specialist,131743,USD,Mid-level,Full-Time,Denmark,Medium,Finland,Onsite,"Hadoop, R, Mathematics",Master,4,Media,2024-10-31,2024-12-21,2207,6.5,Autonomous Tech
AI07990,AI Research Scientist,168515,USD,Senior-level,Freelance,Denmark,Medium,Germany,Remote,"Python, TensorFlow, MLOps",Master,7,Media,2024-06-05,2024-06-29,1350,5.6,Advanced Robotics
AI07991,Machine Learning Engineer,217876,USD,Executive,Freelance,Norway,Large,Norway,Onsite,"Statistics, AWS, Git",PhD,17,Media,2024-07-21,2024-09-04,806,8.8,Smart Analytics
AI07992,AI Specialist,76772,GBP,Mid-level,Contract,United Kingdom,Small,United Kingdom,Remote,"PyTorch, AWS, MLOps, GCP",PhD,3,Transportation,2025-01-06,2025-03-01,2442,5.3,Digital Transformation LLC
AI07993,AI Software Engineer,100303,GBP,Mid-level,Part-Time,United Kingdom,Large,United Kingdom,Hybrid,"Python, Mathematics, Hadoop, Scala, Azure",Bachelor,2,Finance,2024-11-29,2025-01-26,2046,9.1,DataVision Ltd
AI07994,Robotics Engineer,76447,USD,Mid-level,Full-Time,China,Medium,China,Remote,"Scala, Linux, AWS",PhD,2,Gaming,2025-03-07,2025-04-08,1008,7.6,Cognitive Computing
AI07995,Computer Vision Engineer,74122,USD,Mid-level,Full-Time,Israel,Medium,China,Onsite,"Scala, Azure, Linux, Kubernetes",Bachelor,3,Finance,2025-04-10,2025-05-07,1272,8.3,Neural Networks Co
AI07996,Principal Data Scientist,111889,USD,Executive,Full-Time,South Korea,Medium,Austria,Hybrid,"PyTorch, Computer Vision, Data Visualization, Java",Associate,14,Consulting,2024-09-30,2024-11-21,1350,6.5,Smart Analytics
AI07997,AI Specialist,50792,USD,Mid-level,Contract,China,Small,Singapore,Onsite,"SQL, TensorFlow, R",Associate,2,Energy,2025-02-23,2025-04-27,1402,9.7,DataVision Ltd
AI07998,Head of AI,94114,USD,Senior-level,Contract,Sweden,Small,Sweden,Remote,"GCP, MLOps, Azure, SQL",Associate,8,Government,2025-03-30,2025-06-01,1625,7.6,Cloud AI Solutions
AI07999,Autonomous Systems Engineer,53110,USD,Entry-level,Freelance,Sweden,Medium,Singapore,Hybrid,"Hadoop, SQL, Data Visualization, PyTorch",PhD,1,Consulting,2024-07-27,2024-08-19,2030,8.8,Quantum Computing Inc
AI08001,AI Product Manager,149122,GBP,Senior-level,Full-Time,United Kingdom,Medium,Germany,Remote,"NLP, Hadoop, Java",PhD,5,Gaming,2024-01-14,2024-02-28,620,7.4,Smart Analytics
AI08002,Deep Learning Engineer,93645,EUR,Senior-level,Freelance,France,Small,Canada,Onsite,"Data Visualization, Kubernetes, Hadoop, MLOps, Spark",Master,8,Real Estate,2024-01-31,2024-04-07,1574,8.4,TechCorp Inc
AI08003,AI Product Manager,78922,EUR,Entry-level,Contract,Germany,Medium,Germany,Remote,"Statistics, Linux, Computer Vision, Git",Master,1,Consulting,2024-09-18,2024-11-02,2376,9.7,Machine Intelligence Group
AI08004,Data Engineer,221447,USD,Senior-level,Contract,Denmark,Large,Denmark,Hybrid,"Statistics, Python, Computer Vision",PhD,6,Real Estate,2025-02-05,2025-04-10,775,8.3,Predictive Systems
AI08005,Autonomous Systems Engineer,216650,GBP,Executive,Full-Time,United Kingdom,Medium,United Kingdom,Remote,"Scala, Python, Kubernetes",Associate,13,Energy,2024-08-09,2024-10-21,1938,5.6,Autonomous Tech
AI08006,Machine Learning Researcher,83913,EUR,Mid-level,Part-Time,Germany,Small,Germany,Remote,"GCP, Scala, NLP, Deep Learning",Associate,2,Energy,2024-03-10,2024-05-16,1715,7.1,AI Innovations
AI08007,Data Analyst,75689,USD,Entry-level,Part-Time,Singapore,Medium,Switzerland,Hybrid,"Statistics, Docker, Deep Learning, Python",Master,0,Real Estate,2024-09-04,2024-10-12,2443,5.3,Advanced Robotics
AI08008,AI Product Manager,97136,EUR,Mid-level,Part-Time,Germany,Small,Germany,Remote,"GCP, Linux, Deep Learning",PhD,3,Education,2024-10-03,2024-10-21,1264,8.0,Advanced Robotics
AI08009,Data Engineer,129326,USD,Senior-level,Contract,Sweden,Large,Netherlands,Remote,"Mathematics, Linux, MLOps",Associate,9,Manufacturing,2024-12-04,2024-12-22,1917,6.2,TechCorp Inc
AI08010,AI Consultant,108617,USD,Executive,Contract,Finland,Medium,Finland,Onsite,"MLOps, Tableau, Deep Learning, Linux, R",Master,11,Retail,2024-02-11,2024-03-09,2368,6.8,AI Innovations
AI08011,Autonomous Systems Engineer,57246,GBP,Entry-level,Contract,United Kingdom,Medium,South Korea,Remote,"R, Git, MLOps, Computer Vision",Associate,0,Gaming,2024-10-15,2024-12-24,1986,7.6,Cloud AI Solutions
AI08012,Deep Learning Engineer,161751,USD,Senior-level,Part-Time,Denmark,Small,Denmark,Onsite,"MLOps, Computer Vision, Statistics, R, Spark",Master,9,Transportation,2024-11-29,2024-12-15,2179,9.5,Cognitive Computing
AI08013,Machine Learning Researcher,64252,USD,Mid-level,Part-Time,South Korea,Medium,South Korea,Onsite,"Kubernetes, PyTorch, TensorFlow, Docker, NLP",PhD,3,Government,2024-02-15,2024-04-18,707,6.0,DeepTech Ventures
AI08014,Data Engineer,96465,EUR,Mid-level,Contract,France,Medium,France,Remote,"Hadoop, Git, Scala",Master,4,Healthcare,2025-04-02,2025-06-03,1388,9.0,Digital Transformation LLC
AI08015,AI Consultant,53449,USD,Entry-level,Contract,South Korea,Medium,South Korea,Remote,"Python, Deep Learning, SQL",Associate,0,Retail,2025-01-06,2025-02-14,1618,8.3,DataVision Ltd
AI08016,Data Analyst,67801,USD,Entry-level,Part-Time,Switzerland,Small,Switzerland,Onsite,"AWS, PyTorch, SQL",Master,0,Real Estate,2024-09-22,2024-10-20,2137,7.1,Advanced Robotics
AI08017,Data Engineer,82610,EUR,Mid-level,Full-Time,Germany,Small,Finland,Onsite,"PyTorch, SQL, NLP, MLOps",Associate,2,Healthcare,2024-04-14,2024-05-19,2469,6.7,Digital Transformation LLC
AI08018,AI Product Manager,139029,USD,Senior-level,Contract,Sweden,Medium,Sweden,Remote,"Linux, Scala, Deep Learning, Data Visualization, Docker",Associate,6,Consulting,2024-08-23,2024-10-23,1819,8.1,Autonomous Tech
AI08019,Data Analyst,41060,USD,Entry-level,Contract,Ireland,Medium,Ireland,Onsite,"AWS, Statistics, SQL, MLOps, Tableau",Bachelor,0,Education,2024-09-27,2024-10-21,1159,8.5,Predictive Systems
AI08020,Principal Data Scientist,83381,GBP,Entry-level,Freelance,United Kingdom,Large,United Kingdom,Remote,"Scala, R, Linux, Hadoop",Associate,0,Government,2024-02-14,2024-03-16,1164,5.3,DeepTech Ventures
AI08021,Computer Vision Engineer,117719,EUR,Senior-level,Freelance,France,Small,France,Onsite,"SQL, TensorFlow, Tableau, Data Visualization, Deep Learning",PhD,7,Healthcare,2024-05-25,2024-07-02,1600,6.7,Quantum Computing Inc
AI08022,NLP Engineer,188571,USD,Senior-level,Full-Time,Denmark,Medium,Sweden,Onsite,"Hadoop, PyTorch, SQL",PhD,9,Gaming,2024-01-31,2024-03-28,1329,6.4,Cognitive Computing
AI08023,AI Specialist,92665,USD,Mid-level,Freelance,Canada,Small,Canada,Remote,"Data Visualization, Java, Kubernetes",Bachelor,4,Retail,2025-02-09,2025-03-31,2158,5.6,Predictive Systems
AI08025,Autonomous Systems Engineer,212098,USD,Executive,Contract,Canada,Large,Canada,Onsite,"TensorFlow, PyTorch, Kubernetes, Docker, Spark",Associate,15,Gaming,2024-10-27,2024-12-30,520,7.4,Neural Networks Co
AI08026,NLP Engineer,57311,USD,Entry-level,Part-Time,Ireland,Large,Ireland,Remote,"MLOps, Linux, Python, TensorFlow, Java",Master,0,Government,2024-05-28,2024-07-28,1631,8.3,Cognitive Computing
AI08027,Data Engineer,194929,GBP,Executive,Freelance,United Kingdom,Small,United Kingdom,Remote,"Python, TensorFlow, PyTorch, SQL, Data Visualization",Associate,10,Gaming,2024-03-02,2024-04-13,1495,9.2,Autonomous Tech
AI08028,NLP Engineer,33854,USD,Entry-level,Part-Time,India,Small,India,Remote,"R, Spark, Tableau, AWS, Hadoop",Master,1,Education,2025-01-24,2025-03-27,1130,7.2,Machine Intelligence Group
AI08029,AI Architect,102466,USD,Senior-level,Part-Time,India,Large,Austria,Onsite,"Python, TensorFlow, Data Visualization",Bachelor,9,Healthcare,2024-10-07,2024-10-25,1588,6.0,Autonomous Tech
AI08030,Machine Learning Researcher,104697,USD,Senior-level,Contract,Japan,Medium,Japan,Onsite,"Git, R, MLOps, GCP",Associate,7,Energy,2025-01-17,2025-03-04,2137,7.8,DataVision Ltd
AI08031,Autonomous Systems Engineer,82938,USD,Senior-level,Freelance,Austria,Medium,Austria,Remote,"TensorFlow, Python, NLP",Master,6,Technology,2024-03-24,2024-04-22,1539,8.6,Smart Analytics
AI08032,Principal Data Scientist,127703,USD,Senior-level,Freelance,Sweden,Large,Sweden,Remote,"NLP, Java, Linux, Computer Vision, Git",Master,8,Manufacturing,2024-03-13,2024-04-17,2287,7.1,Advanced Robotics
AI08034,ML Ops Engineer,55171,USD,Mid-level,Full-Time,Japan,Medium,Japan,Onsite,"AWS, TensorFlow, Azure, Spark",Master,2,Education,2024-12-03,2024-12-22,1216,9.4,Cloud AI Solutions
AI08035,Research Scientist,55350,USD,Mid-level,Contract,Austria,Small,Austria,Hybrid,"Deep Learning, PyTorch, Kubernetes, Java, Data Visualization",Master,4,Manufacturing,2024-12-09,2025-01-18,1362,9.4,AI Innovations
AI08036,AI Architect,107966,USD,Mid-level,Contract,Sweden,Medium,Sweden,Remote,"PyTorch, Kubernetes, SQL, Tableau, AWS",Associate,3,Energy,2024-11-14,2025-01-13,657,8.2,Cloud AI Solutions
AI08037,AI Specialist,179795,USD,Executive,Contract,Finland,Large,Finland,Onsite,"Scala, TensorFlow, Tableau, Python, Docker",Associate,12,Energy,2025-01-08,2025-03-13,1873,7.4,Machine Intelligence Group
AI08038,Machine Learning Researcher,76577,USD,Senior-level,Full-Time,Austria,Small,Austria,Onsite,"R, Statistics, Java, Azure",Master,9,Technology,2024-10-06,2024-12-02,2264,9.5,DeepTech Ventures
AI08039,AI Architect,189238,EUR,Executive,Freelance,Netherlands,Medium,Netherlands,Onsite,"SQL, Python, Deep Learning",Master,11,Gaming,2024-05-15,2024-07-18,2294,10.0,Advanced Robotics
AI08040,Research Scientist,247997,EUR,Executive,Full-Time,Netherlands,Medium,Austria,Onsite,"Azure, Python, R, TensorFlow",Associate,10,Gaming,2024-05-19,2024-06-05,1899,7.1,Predictive Systems
AI08041,Data Analyst,89402,USD,Senior-level,Part-Time,Canada,Small,Sweden,Hybrid,"Hadoop, Kubernetes, Scala",Master,5,Education,2024-01-03,2024-02-07,1867,6.7,AI Innovations
AI08042,Robotics Engineer,98939,EUR,Mid-level,Part-Time,Netherlands,Small,Netherlands,Hybrid,"GCP, Scala, Spark",PhD,4,Consulting,2025-02-02,2025-04-16,2105,7.3,Future Systems
AI08044,AI Software Engineer,106831,USD,Mid-level,Freelance,Sweden,Large,Singapore,Onsite,"Python, Tableau, Deep Learning, Kubernetes",PhD,2,Government,2024-01-05,2024-03-13,1197,6.6,Algorithmic Solutions
AI08045,Deep Learning Engineer,84780,USD,Senior-level,Full-Time,Israel,Small,Israel,Remote,"Statistics, Azure, Tableau, Python",Master,7,Transportation,2024-05-08,2024-06-14,1203,9.1,Smart Analytics
AI08046,AI Consultant,119609,USD,Entry-level,Part-Time,Denmark,Large,Sweden,Remote,"TensorFlow, Scala, Kubernetes, Tableau, GCP",Bachelor,1,Technology,2024-08-25,2024-10-24,1257,5.8,Autonomous Tech
